# Special
9402427,1047600998,89001000,None [Head]
9402428,1047600999,89001000,None [Body]

# Head: Unique
9402344,1047600344,89001700,Bandit Mask
9402126,1047600126,89001701,Pumpkin Helm
9402202,1047600202,89001702,Brave's Leather Helm
9402211,1047600211,89001703,Navy Hood
9402240,1047600240,89001704,Envoy Crown
9402241,1047600241,89001705,Twinsage Glintstone Crown
9402243,1047600243,89001706,Olivinus Glintstone Crown
9402244,1047600244,89001707,Lazuli Glintstone Crown
9402245,1047600245,89001708,Karolos Glintstone Crown
9402246,1047600246,89001709,Witch's Glintstone Crown
9402249,1047600249,89001710,Marionette Soldier Birdhelm
9402266,1047600266,89001711,Blackguard's Iron Mask
9402279,1047600279,89001712,Grass Hair Ornament
9402324,1047600324,89001713,Imp Head (Cat)
9402325,1047600325,89001714,Imp Head (Fanged)
9402326,1047600326,89001715,Imp Head (Long-Tongued)
9402327,1047600327,89001716,Imp Head (Corpse)
9402328,1047600328,89001717,Imp Head (Wolf)
9402329,1047600329,89001718,Imp Head (Elder)
9402330,1047600330,89001719,Silver Tear Mask
9402333,1047600333,89001720,Greathelm
9402336,1047600336,89001721,Octopus Head
9402337,1047600337,89001722,Jar
9402340,1047600340,89001723,Nox Mirrorhelm
9402341,1047600341,89001724,Iji's Mirrorhelm
9402347,1047600347,89001725,Greathood
9402400,1047600400,89001726,Ash-of-War Scarab
9402401,1047600401,89001727,Incantation Scarab
9402402,1047600402,89001728,Glintstone Scarab
9402403,1047600403,89001729,Crimson Tear Scarab
9402404,1047600404,89001730,Cerulean Tear Scarab
9402419,1047600419,89001731,Mushroom Crown
9402420,1047600420,89001732,Black Dumpling
9402422,1047600422,89001733,Crab Carcass
9402182,1047600182,89001734,Diallos's Mask

# Head: Heavy
9402028,1047600028,89001100,Bull-Goat
9402112,1047600112,89001101,Fire Prelate
9402114,1047600114,89001102,Fire Prelate (Altered)
9402176,1047600176,89001103,Lionel
9402178,1047600178,89001105,Lionel (Altered)
9402300,1047600300,89001104,Omen
9402072,1047600072,89001106,Tree Sentinel
9402074,1047600074,89001107,Tree Sentinel (Altered)
9402220,1047600220,89001108,Veteran
9402222,1047600222,89001109,Veteran (Altered)
9402203,1047600203,89001110,Beast Champion
9402205,1047600205,89001111,Beast Champion (Altered)
9402046,1047600046,89001112,Banished Knight
9402048,1047600048,89001113,Banished Knight (Altered)
9402131,1047600131,89001114,General Radahn
9402133,1047600133,89001115,General Radahn (Altered)
9402070,1047600070,89001116,Malformed Dragon
9402008,1047600008,89001117,Scaled
9402010,1047600010,89001118,Scaled (Altered)
9402145,1047600145,89001119,Crucible Axe
9402147,1047600147,89001120,Crucible Axe (Altered)
9402149,1047600149,89001121,Crucible Tree
9402076,1047600076,89001122,Royal Knight
9402078,1047600078,89001123,Royal Knight (Altered)
9402104,1047600104,89001124,Cleanrot
9402106,1047600106,89001125,Cleanrot (Altered)
9402036,1047600036,89001126,Blaidd
9402038,1047600038,89001127,Blaidd (Altered)
9402058,1047600058,89001128,Night's Cavalry
9402060,1047600060,89001129,Night's Cavalry (Altered)
9402212,1047600212,89001130,Maliketh
9402214,1047600214,89001131,Maliketh (Altered)
9402159,1047600159,89001132,Twinned
9402161,1047600161,89001133,Twinned (Altered)
9402180,1047600180,89001134,Hoslow
9402184,1047600184,89001135,Hoslow (Altered)
9402368,1047600368,89001136,Cuckoo Knight
9402370,1047600370,89001137,Cuckoo Knight (Altered)
9402050,1047600050,89001138,Briar
9402052,1047600052,89001139,Briar (Altered)
9402364,1047600364,89001140,Godrick Knight
9402366,1047600366,89001141,Godrick Knight (Altered)
9402376,1047600376,89001142,Redmane Knight
9402378,1047600378,89001143,Redmane Knight (Altered)
9402360,1047600360,89001144,Gelmir Knight
9402362,1047600362,89001145,Gelmir Knight (Altered)
9402372,1047600372,89001146,Leyndell Knight
9402374,1047600374,89001147,Leyndell Knight (Altered)
9402384,1047600384,89001148,Haligtree Knight
9402386,1047600386,89001149,Haligtree Knight (Altered)
9402110,1047600110,89001150,Blackflame Monk
9402108,1047600108,89001151,Fire Monk

# Head: Medium
9402155,1047600155,89001300,All-Knowing
9402157,1047600157,89001301,All-Knowing (Altered)
9402196,1047600196,89001302,Royal Remains
9402224,1047600224,89001303,Bloodhound Knight
9402226,1047600226,89001304,Bloodhound Knight (Altered)
9402345,1047600345,89001305,Knight
9402286,1047600286,89001306,Fingerprint
9402288,1047600288,89001307,Fingerprint (Altered)
9402302,1047600302,89001308,Carian Knight
9402304,1047600304,89001309,Carian Knight (Altered)
9402348,1047600348,89001310,Godrick Soldier
9402350,1047600350,89001311,Raya Lucarian Soldier
9402352,1047600352,89001312,Leyndell Soldier
9402354,1047600354,89001313,Radahn Soldier
9402358,1047600358,89001314,Haligtree Soldier
9402250,1047600250,89001315,Raging Wolf
9402252,1047600252,89001316,Raging Wolf (Altered)
9402186,1047600186,89001317,Vagabond Knight
9402188,1047600188,89001318,Vagabond Knight (Altered)
9402380,1047600380,89001319,Mausoleum Knight
9402382,1047600382,89001320,Mausoleum Knight (Altered)
9402282,1047600282,89001321,Eccentric
9402284,1047600284,89001322,Eccentric (Altered)
9402004,1047600004,89001323,Drake Knight
9402006,1047600006,89001324,Drake Knight (Altered)
9402040,1047600040,89001325,Black Knife
9402042,1047600042,89001326,Black Knife (Altered)
9402044,1047600044,89001327,Exile
9402127,1047600127,89001328,Elden Lord
9402129,1047600129,89001329,Elden Lord (Altered)
9402030,1047600030,89001330,Ronin
9402032,1047600032,89001331,Ronin (Altered)
9402331,1047600331,89001332,Chain
9402000,1047600000,89001333,Iron
9402002,1047600002,89001334,Kaiden
9402356,1047600356,89001335,Mausoleum Soldier
9402062,1047600062,89001336,Blue Silver
9402064,1047600064,89001337,Blue Silver (Altered)
9402322,1047600322,89001338,Zamor
9402216,1047600216,89001339,Malenia
9402218,1047600218,89001340,Malenia (Altered)
9402100,1047600100,89001341,Guardian
9402102,1047600102,89001342,Guardian (Altered)
9402094,1047600094,89001343,Duelist
9402096,1047600096,89001344,Duelist (Altered)
9402254,1047600254,89001345,Land of Reeds
9402256,1047600256,89001346,Land of Reeds (Altered)
9402258,1047600258,89001347,White Reed
9402388,1047600388,89001348,Godrick Foot Soldier
9402390,1047600390,89001349,Raya Lucarian Foot Soldier
9402392,1047600392,89001350,Leyndell Foot Soldier
9402394,1047600394,89001351,Radahn Foot Soldier
9402396,1047600396,89001352,Haligtree Foot Soldier
9402084,1047600084,89001353,Nox Swordstress
9402086,1047600086,89001354,Nox Swordstress (Altered)
9402088,1047600088,89001355,Night Maiden
9402260,1047600260,89001356,Confessor
9402262,1047600262,89001357,Confessor (Altered)
9402080,1047600080,89001358,Nox Monk
9402082,1047600082,89001359,Nox Monk (Altered)
9402122,1047600122,89001360,Vulgar Militia
9402163,1047600163,89001361,Ragged
9402165,1047600165,89001362,Ragged (Altered)
9402190,1047600190,89001363,Blue Cloth
9402398,1047600398,89001364,Omenkiller
9402342,1047600342,89001365,Leather
9402192,1047600192,89001366,War Surgeon
9402194,1047600194,89001367,War Surgeon (Altered)
9402280,1047600280,89001368,Raptor
9402275,1047600275,89001369,Preceptor
9402277,1047600277,89001370,Preceptor (Altered)
9402415,1047600415,89001371,Rotten Duelist
9402417,1047600417,89001372,Rotten Duelist (Altered)

# Head: Light
9402066,1047600066,89001500,Nomadic Merchant
9402068,1047600068,89001501,Nomadic Merchant (Altered)
9402153,1047600153,89001502,Azur
9402151,1047600151,89001503,Lusat
9402209,1047600209,89001504,Crimson Noble
9402264,1047600264,89001505,Prisoner
9402207,1047600207,89001506,Champion
9402409,1047600409,89001507,Highwayman
9402141,1047600141,89001508,Depraved Perfumer
9402143,1047600143,89001509,Depraved Perfumer (Altered)
9402172,1047600172,89001510,Astrologer
9402174,1047600174,89001511,Astrologer (Altered)
9402320,1047600320,89001512,Albinauric
9402247,1047600247,89001513,Marionette Soldier
9402139,1047600139,89001514,Godskin Noble
9402338,1047600338,89001515,Mushroom
9402090,1047600090,89001516,Ancestral Fur
9402092,1047600092,89001517,Ancestral Shaman
9402306,1047600306,89001518,Errant Sorcerer
9402308,1047600308,89001519,Errant Sorcerer (Altered)
9402267,1047600267,89001520,Traveling Maiden
9402269,1047600269,89001521,Traveling Maiden (Altered)
9402135,1047600135,89001522,Queen
9402271,1047600271,89001523,Finger Maiden
9402273,1047600273,89001524,Finger Maiden (Altered)
9402137,1047600137,89001525,Godskin Apostle
9402312,1047600312,89001526,Snow Witch
9402314,1047600314,89001527,Snow Witch (Altered)
